year,technology,available,abatement_potential_mtco2,capex_ann_usd_per_tco2,opex_ann_usd_per_tco2,fuel_cost_diff_usd_per_tco2,total_cost_usd_per_tco2,re_price_usd_per_mwh,h2_price_usd_per_kg,electricity_consumption_mwh,fossil_fuel_replaced_gj,methodology,h2_consumption_ton_per_ton_ethylene,baseline_combustion_emissions_tco2_per_ton,ethylene_production_kt,h2_fuel_cost_per_ton_ethylene,electricity_consumption_mwh_per_ton_ethylene,electricity_cost_per_ton_ethylene,grid_ef_tco2_per_mwh,grid_price_usd_per_mwh
2025,Heat_Pump,True,2.8624758029124737,40.0,24.0,176.99072451610505,240.99072451610505,129.28818444452443,6.7307511295180715,3918623.101128673,56428172.6562529,Energy-based,,,,,,,,
2025,NCC-H2,False,26.99402384022117,62.0,62.0,1670.2740381796996,1794.2740381796996,,6.7307511295180715,,,Energy-based,0.56,2.2566480388079895,11962.0,3769.22063253012,,,,
2025,NCC-Electricity,False,26.99402384022117,60.0,60.0,286.4606757924405,406.4606757924405,129.28818444452443,,,,Energy-based,,2.2566480388079895,11962.0,,5.0,646.4409222226221,0.0,
2025,RE_PPA,True,7.411908256880736,0.0,0.0,75.87612550394931,75.87612550394931,129.28818444452443,,,,Energy-based,,,,,,,0.436,100.0
2026,Heat_Pump,True,3.2918471733493444,38.4,23.04,184.0703534967493,245.5103534967493,134.45971182230542,6.5602649568863685,4506416.566297974,64892398.55469083,Energy-based,,,,,,,,
2026,NCC-H2,False,31.043127416254347,60.0,60.0,1627.9669282396912,1747.9669282396912,,6.5602649568863685,,,Energy-based,0.56,2.2566480388079895,13756.3,3673.7483758563662,,,,
2026,NCC-Electricity,False,31.043127416254347,58.8,58.800000000000004,297.9191028241381,415.51910282413814,134.45971182230542,,,,Energy-based,,2.2566480388079895,13756.3,,5.0,672.2985591115271,0.0,
2026,RE_PPA,True,8.478349188156638,0.0,0.0,83.51331839019907,83.51331839019907,134.45971182230542,,,,Energy-based,,,,,,,0.4188,103.66
2027,Heat_Pump,True,3.2918471733493444,36.8,22.08,191.43316763661923,250.31316763661923,139.83810029519762,6.389778784254665,4506416.566297974,64892398.55469083,Energy-based,,,,,,,,
2027,NCC-H2,False,31.043127416254347,58.0,58.0,1585.659818299683,1701.659818299683,,6.389778784254665,,,Energy-based,0.56,2.2566480388079895,13756.3,3578.2761191826125,,,,
